"text","text.1","favorite_count","retweet_count","lat","lng","search_term"
"x1197477972","You all keep talking about Youngkin. Winsome Sears is a dangerous kook and she will split some of the Black vote. I don’t understand how ppl can support her. She is a Black trumpster.. https://t.co/UGrmJhpFc4",0,0,,,"can't understand her"
"x3177433640","@ChrisSturr @PrivacyBadge @neoclassic911 😂I AM vaccinated!  But I totally understand my friend not wanting to get vaccinated, because getting it is BETTER than vaccination.  Sure she can get vaccinated but I understand her, second time she found out from family who got covid. Wasn't much worse than a cold, 1 year later",0,0,,,"can't understand her"
"x2193654762","@karleysoup I understand that having days off can be recharging for some people, but I honestly don't feel alive without her.",0,0,,,"can't understand her"
"x1359172203762360323","@jojomojo249 I don’t think you understand why she posted it. Just because you know her or if she’s “e dating” someone doesn’t allow you to say anything you want. The reply was out of pocket… can’t keep defending yourself when you are clearly wrong.",9,1,,,"can't understand her"
"x1421452062","it’s been 3 seasons so far and I stillllll can’t understand how I love addison but absolutely hate her best friend",0,0,,,"can't understand her"
"x297449460","@137_natalia Can't understand why nobody did help her, they could have dragged them away",1,0,,,"can't understand her"
"x537814245","@AppeaseThis @mimimcg07 She risked her life treating Covid patients before there was a vax. Why can’t people understand that!!",63,3,,,"can't understand her"
"x3706704135","@Son_of_agp If it was your mom Tina, hun she looked pretty bad. I couldn't even understand her. Health wise bad. I didn't know if I should say anything but.... I know you can ignore this too. So I pray I'm wrong. Lord knows I am alot. But in case I'm not I just wanted you &amp; Erica to know.",2,0,,,"can't understand her"
"x949534351821225984","@iamchanteezy And she can’t understand how they didn’t miss her.  Yeah, okay girl.",9,0,,,"can't understand her"
"x2760222903","@Disamariaa @musicstruggles1 You cannot Divorce 'to' someone. You can only Divorce 'from' someone. 

She is explaining her divorce *to* her son because he doesn't understand why it happened.",1,0,,,"can't understand her"
"x116574558","@dangerousfoam ugh i want to see her so bad! but like i understand you so much because there’s catharsis for us in experiencing that type of art. i think it was diamanda or zola jesus idk, that said the point of art is to scream or cry for those who can’t scream and cry yet",1,0,,,"can't understand her"
"x286824282","I can’t wait for Sophia to get here. So much so that it hurts 💕 I’m starting to understand the bond between a baby &amp; her mama 🥺",1,0,,,"can't understand her"
"x339060005","@CJ_Johnson17th @EdLatimore @NoTimeZone_ @DontezAkram @PrinceDonnell_ @arielcarr_ @ashleyj9358 3. When she told me about what happened I told her it probably wasn’t the best move from jump. I understand why y’all felt a way. She thought one thing and y’all perceived something different. It is what it is. There’s not much she can do about it now",0,0,,,"can't understand her"
"x23675339","@xiaoaishiteru Oh my God this came up on my fyp earlier and I about lost my MINDDDD like I understand where she was going with her rationale (it can retraumatize the patient, for their safety she doesn't want them to do it until they feel comfortable with her) but like..... the phrasing ma'am",3,0,,,"can't understand her"
"x1439307452533645318","@ZubyMusic I can't understand the video entirely but it sounds like she said her son could bring her..and the guy is saying you can't enter",4,0,,,"can't understand her"
"x1419040997632356354","@MildBlossom + can’t ─ I can’t lose you, do you understand. You cannot keep the baby. I don’t want to imagine a world where you’re not. Even if I can’t be with you anymore, I need to know that you’re alive.”

What he was asking her was impossible, he clearly +",0,0,,,"can't understand her"
"x567500341","Lmao the most factual shit out there. Rey was complete shit in the #starwars world. I can’t for the life of me understand why people actually like the last trilogy and her character. What a waste of a trilogy 🤦🏻‍♂️🤦🏻‍♂️ https://t.co/tISGKZDcV0",1,0,,,"can't understand her"
"x1202781880682270721","A girl that understand you can’t be under her 24/7 cause you gotta make money&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;",129,31,40.0048655,-75.117998,"can't understand her"
"x1321552299827830784","@KarlyRican_ I'm late to this, but I'm more than happy to ask that woman why she can't just fucking apologize for using the term """"know her place."""" I don't understand why that went on as long as it did, that's a fucked up thing to say, just apologize ffs 

Is it still going on",0,0,,,"can't understand her"
"x1161775141157609472","@aboutrunning That’s what I’ve heard which is a shame. Personally I wouldn’t give any monetary support to her from here on out but I understand teaching is it’s own can of worms to deal with as far as problematic sources of information",1,0,,,"can't understand her"
"x1243174008675237890","@TheCosmeticLane Ah okay. This clarification helps! It wasn’t clear what type of doctor she was. I can better understand her approach now- thank you.",0,0,,,"can't understand her"
"x1211503409930502144","@LLLChick @JosanneRatclif1 Glad it went well. Totally understand your concern that she really cares. I’ve held back many times as didn’t want to cause upset. Therapists can mind themselves &amp; have supervision/support. Try allowing her “in” as much as u feel comfortable doing. U deserve her care &amp; help x",1,0,,,"can't understand her"
"x1090618807","@USSGoodGirl You can't lie about doing homework.  How many years will it take for her to understand that. 🤦🏼‍♀️",2,0,,,"can't understand her"
"x3393905532","@TheLast34107761 @SkyCatch_Her I didn't virtue signal, you bonehead. If you can't understand my point, I can't help you.",0,0,,,"can't understand her"
"x1955390594","3/She should seek out community, elders and knowledge keepers to understand why what she is doing is wrong. She can use her own cultural designs or create her own designs. Don’t exploit Indigenous people and culture. @PDSBIndigenous @MsNReynolds",1,0,,,"can't understand her"
"x764665984183472129","@maccoinnich @ameseh I know nothing of NJ but I can’t understand why they didn’t get rid of this corrupt clown. Of course, I’m from CA and we (including, sadly, me) voted her back in in 2018. Maybe it’s just inertia.",1,0,,,"can't understand her"
"x500272046","@GBNEWS I still don't understand why they're getting away with blocking a public highway. It's illegal isn't it?? I understand this woman's frustration, even though I can't condone her driving at a protester. She shouldn't be in that position because the police should be doing their job!",3,0,,,"can't understand her"
"x1205877663119945735","@kelvmackenzie @AngelaRayner @Keir_Starmer She’s in an elected position as deputy leader / council estate gobshite, so as I understand it, he can’t put her into the back bench.",0,0,,,"can't understand her"
"x1274438272614232065","@CoolidgeBCoolin @chintu_reporter @disclosetv Im not the audience she’s spinning lies to. The lies she says, her base relates to, and they like her. Which is what makes her “good at her job”. It can’t be that hard to understand that. I believe her as much as you do",1,0,,,"can't understand her"
"x26581946","""""I wanted to invite people who might not understand how any of this feels from my perspective...because Black people can’t fix white racism""""—@jocelynjohnson talks with @AskMateo for @goodreads on her motivation for writing MY MONTICELLO: https://t.co/n9JyOHo33m",1,0,,,"can't understand her"
"x1207223667525996544","I literally do not understand all the love Heavensward gets. I think it's terrible. It has a lot of potential and it's squandered for run of the mill nonsense. The end of ARR you leave with Ysayle bringing about change, and then in HW they heavily nerf her. I can't handle it.",1,0,,,"can't understand her"
"x1263306205205676037","@kyrstensinema @uarizona Sinema has been bought! I liked her better when she was Green Party! Corruption, money!
  I can understand compromise on most issues but do not understand why we can’t negotiate w pharm for drug prices!",2,0,47.6148172,-122.3306024,"can't understand her"
"x1085155079164837888","@prncssbuttaface Lmao, ngl this would feel like a huge L. And I can totally understand being salty about it. But as a dude, your only real play here is to take that on the chin and keep moving. Otherwise you just confirm that you didn't didn't deserve the W to begin with. Holla at her best friend",3,0,,,"can't understand her"
"x97579042","@Dosch311 @neganscockfc @yeahmergo @twdus @Walker_Slayers @cocosrosita @eggrolls_bat @TWDandThangs99 @umeek_p @LilithSabrina_ I can understand hate for all the characters there, just not her. I just didn't understand. 

I also don't know why the Asian girl from Flight number whatever miniseries is down there, either.",0,0,,,"can't understand her"
"x182840025","I can't think of any thing I am less interested in than why Meghan quit the view. I would be interested in trying to understand why they insisted on having her in the first place. Good riddance. https://t.co/QcYrBamoF6",3,0,,,"can't understand her"
"x132229080","If Scott can figure out that Tiffany doesn’t care about Summer and is fraud, why can’t he figure out what AB is? I also don’t understand at all why Scott is saying that he knew all about Tiffany a week after he met her, yet he was promoting her up until very recently (cont)",0,0,,,"can't understand her"
"x1233066430750392322","@ms_chakrawarthi #MehndiHaiRachneWaali do you still have doubts about her dumbness...I don't🤣she is the dumbest female on earth for that matter...can u imagine she couldn't understand Mandaar's moves...girls have an awesome 6th sense to know sexual predators that way.P takes things at face value",3,0,,,"can't understand her"
"x331815698","@NorthWestCop I can understand why you keep the truth from her. As a MoP I cannot know all you have to deal with but get the job is difficult, emotionally challenging, heartbreaking, fulfilling and so much more. You do a job most of us couldn’t and yet you get up every day and do it all again.",8,0,,,"can't understand her"
"x1063128497256837120","@sail4wind I'd say you're right. See I don't understand any of this &amp; bless Emily for trying but I just can't comprehend. 
I shared the SS number 5 is what I'm referring too. 
So I do wonder if these 'celebrity friends' will help or hurt her in the long run. ?!",3,0,,,"can't understand her"
"x24782760","@akim_eckert @lolitsdrew @RepLisaMcClain Lisa makes $174,000 a year in Congress, over $3K a week (before taxes).  You can't expect her to understand what an Average American worker makes.  You also can't expect her to really be out there working for us, she's working for the wealthy &amp; businesses, just like Trump was.",2,0,,,"can't understand her"
"x151922854","@numanjiii Or or for her to completely turn it into something so stupid like
منروح مندور عاصغز القصص و ما منشوف السياسيين عنا like sis i can worry abt politics and ur misrepresentation of self love at the same time. Ktir bekraha heye w nekatlebanese i don’t understand kif l nes sektinlon 😭",1,0,,,"can't understand her"
"x1148432090817372161","@Spooky32121536 you literally die off one hit, I understand that the mu is to camp her but it’s not fun, I want to approach and I literally can’t, this makes it 10x worse, I also make that I know puff will jump and I just can’t punish it",0,0,,,"can't understand her"
"x2800205598","Darcy wants her Pepaw &amp; doesn’t understand why she can’t call him 😭 Absolutely breaks my heart",0,0,,,"can't understand her"
"x103645454","@truegrit57 @GabrielSterling @dreamsicle333 I must be missing something, because I’m not sure I understand how you are getting from her saying that she wasn’t “entitled” to win being the same thing as her saying the election was rigged, so if you can clear that up, I would be appreciative.",0,0,,,"can't understand her"
"x848031441086754816","@ACSfessions We are adults. Voice your concerns like a normal person. Don't give an ultimatum but voice them for her to understand how you feel about the sudden weight gain. If you really can't get over it then just break it off and don't play around with her emotions",54,0,,,"can't understand her"
"x2156453717","@goodupgtgyal Anyone tryna fuck her isn’t my focal point. I just simply disagreed with the og tweet. Why is that too complex to understand? I can disagree right?",3,0,,,"can't understand her"
"x949121116823572480","Brooke cannot defend Bill in front of her husband she needs to understand how Katie feels and take her side on what her decision so she can have a better life don't help a man that's hurt your sister too many times #BoldandBeautiful",1,0,36.7891041,-89.96844075,"can't understand her"
"x131040699","All these years fuckin around ina turf I still never will understand… killin over pussy…. We ended up startin a war Kuz our nigga got killed Kuz a bitch was liking him an tha other nigga was jealous. You want tha bitch you can have her I don’t get down over hoes or pussy",0,0,,,"can't understand her"
"x1121868630910574592","@FaIlenPrince """"Where you're appreciated?! Pardon me?""""

Now she was angry.

""""Fine, go on then! If...If you can't respect such boundaries, then fine!""""

Couldn't he understand that such jokes upset her?",0,0,,,"can't understand her"
"x1684625450","Like, if you don’t understand why M.A.’s books are science fiction - H.T. definitely, but it’s even harder to make the case it’s not with her other writing - then you probably don’t understand her writing, which I guess is how she can just forget why she wasn’t siding w T**Fs",12,0,,,"can't understand her"
"x1071212399347318784","@AceStarThe3rd Wdym? If Mythra can get out then characters like Pikachu, Geninja, and Toon Link can get out of it. I don’t understand what you mean by “her”",0,0,,,"can't understand her"
"x536525370","@PiscesInTheZone @VenusAwake How do you know what she does and does not approve of? Are you her publicist or a close friend? I don't understand why people can't just leave the poor woman alone.",0,0,,,"can't understand her"
"x1289056106","@memmy1516 @IamButterflySue @kirkacevedo @davidmweissman Can you check on what she’s tweeting today? I kinda feel sorry for her. She believed the lies. I don’t understand why, but she did.",1,0,,,"can't understand her"
"x1283260425547718658","My coworker doesn’t even understand that everything she says embodies her white privilege. I can’t even",0,0,,,"can't understand her"
"x986247552218546177","@ARealAnchor - the eye. 

She knew that he knew. But she couldn't understand why he was so upset.

""""I think he knows. . . I can't tell how he's feeling though."""" She shrugged as if it were not a big deal, playing with a loose thread from her pants.

Laura's thoughts on their -",0,0,,,"can't understand her"
"x1113281894056124416","@audreysl0ve It's been driving me crazy lately at work, we have a student volunteer who used to identify as she/her, but now uses he/them, and while I can understand that a lot of my coworkers have seen them grow up, it shouldn't be that hard to switch...",1,0,,,"can't understand her"
"x3631213518","@konjak The remakes of 1 and 2 and some cutscenes and didn't portray her as freaking out so much. Though they also didn't have voice acting. I can understand the shock of finally destroying your parents' killer only for him to apparently return, but I still think it was a tad overboard.",0,0,,,"can't understand her"
"x1141713490845020160","@jocelynburrell1 I will NEVER understand the way some relationships work. Having babies before the wedding has never made sense. I think some women have babies with guys with $$$ so they can collect child support for the next 20+ years. Pathetic. I don't  feel sorry for her.",1,0,,,"can't understand her"
"x957112964313579521","@Sherry0Sherry Really? How can you possibly understand what her circumstances are??? You can’t!!",0,0,,,"can't understand her"
"x17126993","@JaniceDean @MeghanMcCain @TheView She doesn’t understand how to present her side with authenticity, pointing out commonalities, and give and take. You can’t bring someone to your side politically or personally when you constantly aggressively attack &amp; then cry victim when people get fed up. Her approach was toxic",23,0,,,"can't understand her"
"x428462430","@Knewz_Currently Poor Meghan can't understand how her behavior contributed to the hostility. She's gaslighting.",2,0,,,"can't understand her"
"x1124762021986209797","@ashwinirdyy Yeah.. mamuluga matladithe fine le.. 👍

But it's difficult as editors can show what they like. Check laharis interview.

She said, she doesn't understand why BB showed her hug only with Manas though she hugged others and that he is only a friend
#BiggBossTelugu5
#BiggBoss5Telugu",0,0,,,"can't understand her"
"x93335185","I don’t understand why this was summers first song. She has never had this energy, lol I can’t even see her performing this",0,0,,,"can't understand her"
"x1268634662919786496","@AnnaDawes316 @WrestlingDaze If you don’t live in the United States you can’t speak on how bad 9-11 is you can’t understand how bad it is, where’s my apology from her!????? She’s the one who was making it political saying they people of Saudi was innocent, I said where people lived that’s all, you assumed I",0,0,,,"can't understand her"
"x1144240145622810627","@people Why can't you ignore her and let me finish basic education before bullshiting about things she doesn't really understand?",1,0,,,"can't understand her"
"x238831945","@Lotus_Efuru Well if you’re unvaccinated I can see why you shouldn’t be around any human being for that reason so I can understand that. Respected",0,0,,,"can't understand her"
"x896194077020098560","Adding to the below thread, Raju says he can’t understand Pavni. Actually he can perfectly understand her. Just that he didn’t expect her to point his mistake so he rudely cuts her off. Chumma entertainment panna pathathu, athenna pombalainga mattum thaan samaikkanuma https://t.co/eudTzLRYsc",1,0,,,"can't understand her"
"x1151183074589380608","Be there for her, don’t judge her, don’t give up on her &amp; be patient with her, be honest with her but understand that your advice is YOUR advice. Having a real friend is so important outside of that toxic relationship. It can be a huge weight to carry tho https://t.co/Z1MJMAWrlH",24,8,,,"can't understand her"
"x2752472680","My mother tell me all the time u can bring a camel to the water but u can't make him/her drink. Even if u put a gun to the camel head he/she will just give u the dumb look and still not drink. I understand to the fullness now.",0,0,40.67087955,-73.8311875,"can't understand her"
"x420198690","Hey guys, I gotta cancel today’s stream. 

The wife isn’t feeling well and I gotta be available to pick her up from work if needed. I hope y’all can understand.

If everything goes well, I’ll be back tomorrow! Thank you all for your support. 💕",6,0,,,"can't understand her"
"x2942300913","@joshunc11 @matadormntality @CNN I have literally had a gun drawn to my face to protect a woman from her abusive boyfriend. Cowardly boys like you just can't understand actually standing up for anything important.",0,0,,,"can't understand her"
"x22085342","@Zendaya, blink three times if you’re good. I’ll never understand why men can’t just say pardon me - like there’s no need for you to literally guide her ass. Plus, she’s busy, so you fucking move. #Dune #Zendaya https://t.co/LbZp8xpZEy",0,0,,,"can't understand her"
"x257411774","@mtgreenee This one is a good play because trumpers will never understand, “if you don’t cheat, then don’t worry”. M3 can lie this one to her base easily, they’ll all think they are going to be audited regularly. Beside the fact, trumpers are natural born cheaters. Pay up!!",0,0,,,"can't understand her"
"x1288764412711645184","WM/UNIONISTS WITH THEIR NORMAL DIRTY
DEEDS AGAINST SCOTLAND

I DON'T UNDERSTAND HOW ANYONE CAN
CHOOSE NOT TO SEE
THAT REMAINING IN THIS CLAUSTROPHIC,
SUBSERVIENT ROLE,
UNDER THE HEEL OF 🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿
IS STOPPING SCOTLAND &amp; HER PEOPLE
BECOMING THE COUNTRY/CITIZENS
WE HAVE A RIGHT TO BE!
🏴󠁧󠁢󠁳󠁣󠁴󠁿 https://t.co/im8UIdN9pJ",0,0,,,"can't understand her"
"x2313314246","Why does she salute? 

Her position has no role in the military &amp; she isn’t a veteran, so why does she give a half-assed salute?

I don’t recall Pence, Biden as VP , or Gore saluting. I could be wrong.

I can understand if Cheney did as  a former SecDef &amp; Bush St was a Navy vet. https://t.co/gha9oqtDSQ",0,0,,,"can't understand her"
"x1110848403448172546","@GreatPlaceNow Worst 👏🏽 decision 👏🏽 ever 👏🏽 Katie!
I don’t even understand her thought process there. You can’t do dinner service, laundry and cabins with 2 stews. She would rather pull from the deck crew than keep Delaney. Made my night seeing her run ragged",2,0,,,"can't understand her"
"x55811222","@Stellar_The_OG @RhondaPanks @Stellar_The_OG exactly!!! I can’t watch her for free, I will never understand why people pay to watch her?!?! Make it make sense 🙄",4,0,,,"can't understand her"
"x805245156937105408","Alone, listless
Breakfast table in an otherwise empty room
Young girl, violence
Center of her own attention
The mother reads aloud, child tries to understand it
Tries to make her proud
The shades go down, it's in her head
Painted room, can't deny there's something wrong",13,0,,,"can't understand her"
"x17369797","Rick Beato lays it out. Why does Adele always set new streaming records with releases? What makes her great? Why do every one of his pro-musician friends love her? Listen to understand.

I Can't Believe ADELE Did This Again! https://t.co/gGPcBOH5Z3 via @YouTube",0,0,,,"can't understand her"
"x924304728464519168","My sister blocked me on FB as I was DMing her for emotional help/support

I seriously don't understand how anyone can be that fake",0,0,,,"can't understand her"
"x305209962","@AveryBa68752542 Thank you for rescuing her. I can’t understand why or how people can just dump their pets. At least she’s in good hands now. ❤️",0,0,,,"can't understand her"
"x23648881","It was her fault for leaving the basket unattended but I can understand as marbles are wonderful why the other doll stole it - I hope the one who had her marbles stolen wasn’t too upset - I’d have been upset - how sad 😬

#AutisticEmpathy https://t.co/06W03Z2PwH",5,0,,,"can't understand her"
"x1355917827052457987","@DanaBleedGreen @gussyupper @Twink225 @mntrueblue @TonyHQ1985 @hannahpbo @ltwlauren @MarciaBarrie @77SunnyAndClear @TimeWeKnowDis @mmaddytheonly @AvengerResister @MayIrmamay14 @mem_reddog @Trojandoc04 @mishymish88 @jamyee313 @PaulDereume @PmurtTrump @RobertKort1 @vmac515 @rosesbloom24 @Scotswoman06 @bowman_allie @Heartland4Peace @jonesy2167 @Len_SCA @thebrayingass @USAlight3 @JulieKolter @lindalouresists @fbonn2000 @AMJ14 @redbyrde @DlitsShore @Tuffyduffysmom @Truthsp73957317 @jerrieskid @Real_Chatty_Cat @MsVernestyne @RNindeed @StarannThe @ErinLoftus15 @PapaJim2u @ChasRuth3 @Maithedane @FIESTYSISTER72 @hallmark541 @Mary1Kathy @brandonbpug That is another factor we gotta work on!! Those jealous bitches can fuckin ruin another female by accusing her of lying and staying with her RAPEY bf!

But I do understand where they are all coming from…

Doesn’t mean I gotta agree or like it!!",4,0,,,"can't understand her"
"x1352594417648078850","My mother refused to let me buy a book which I wanted to buy since 1st October 
It released yesterday
According to her I have many books 
But no 
No 
I want that particular book 
Why can't she understand
I'll loose my mind if I don't read it.
😭😭😭😭😭😭",11,0,,,"can't understand her"
"x195462812","@madeofcorniella I understand that acts of service can be a turn as it is a love language. But on the other hand I don’t see why a grown ass women would be turned on by a man who can take care of HER responsibilities.",1,0,35.209059,-80.8467855,"can't understand her"
"x203002868","@walruswhisperer Can she be released into the wild? If they no longer do shows or whatever why not let her go? I don’t understand!!!",2,0,,,"can't understand her"
"x1358602414589423618","@RyannMcEnany because it helps me understand you girls better!!!

Now you know why I do what I do!!!
#TrueLove #1stKiss #1stDate 

First will be Last and Last will be First 

“Chasin’ Me” -@carolinejones 

I can’t believe I missed her in Tampa, she has some really good songs!!!",2,0,,,"can't understand her"
"x248459199","#RHWOP. Why while on boat I can’t understand 2 of them &amp; their English.  Speak garbage.  Candace goes at it with her square kleenex again. Boring",0,0,,,"can't understand her"
"x1419374250666905610","I don't understand why everyone likes Bianca Belair so much. At the end of the match she kept looking at the clock to see how much time she had, and I can't get past her facial expressions. #wweraw",0,0,,,"can't understand her"
"x1409946980470509571","@0rph_ Can you help us who don’t know her and didn’t live in her old district understand why?  Hasn’t doggett been very progressive?",0,0,,,"can't understand her"
"x788024431712931840","@seanhelaosouse Understand 😊 I’ve got my daughter coming home from Scotland and this is her favorite time of year. Can’t wait .",6,0,,,"can't understand her"
"x1345680763","I love her music but I just can't understand that beautiful british accent 😭 #Adele #easyOnMe #30 https://t.co/3SAvWlghtG",0,0,,,"can't understand her"
"x933064035146244096","She can't understand the reason people look at her like she has two heads when they realize she's an indoctrinated mentally disturbed person.

Instead she thinks they're bigots. She doesn't understand she's a cultist. https://t.co/CrEzVJBJwf",3,1,,,"can't understand her"
"x2254598138","@Profiteer_101 @ericlo @AOC @Marmel Just because you can't understand her answer, doesn't make it wrong, sweetheart.
https://t.co/dKuvfraG8x",0,0,,,"can't understand her"
"x1264890846845046784","Most men aren’t impressed with women who can “provide”. Men understand that they are to provide so when a woman leads with her house, car, career etc., a man doesn’t see those things as “value adds”; and ultimately, he’s unmoved because as these are things he’s giving to himself.",18,5,,,"can't understand her"
"x1282510798229843970","@ShambhalaReign You're so sweet, and I appreciate you so much. My mum wishes I could be what *she* wanted me to be, and can't understand how I can be happy as I am. In a LOT of ways. She won't even have my book in her house because she's ashamed that I wrote erotic fiction. I just deal with it.",1,0,,,"can't understand her"
"x987883376","I was texting my mother about the time I almost unalived myself when I was younger to help her better understand mental health and why it can't be ignored and she stopped replying. I'm trying to find a good meme to follow up with",1,0,,,"can't understand her"
"x355931944","@DomQuijana Jessica really kept her cool and I love and hate it at the same time. 

Like yes. I understand being the bigger person. But I also feel like, as a black woman, she can't even afford to REALLY show her frustration without being labeled angry 😒 just.... ew what a messy sitch",1,0,29.8384948,-95.4464865,"can't understand her"
"x450197375","@Knesix So me personally, I can't logically understand why, if Britney is being affected negatively by what CS and Cassie are putting out there in her name, Zabel would allow it to continue when it's clearly not conducive to her healing and moving forward.",4,1,,,"can't understand her"
"x45891482","@PopCrave @iambeckyg @NathyPeluso @naikinai19 I don't speak or understand much spanish but Christina is one of very few artist that can literally sing anything with her strong voice and tone she's done it all pop,r&amp;b,jazz,dance,Spanish,some rock and even alittle country she is iconic PERIOD!!!",116,7,,,"can't understand her"
"x38878620","y’all need to stop calling her artistic decisions a “mistake”, I totally understand setting up expectations and wanting to see more sides of her work coming to life, but that’s literally her album and her vision you can’t call something you didn’t built a mistake https://t.co/3VA4KMtAP2",15,0,,,"can't understand her"
"x798388140721532928","#CJs2Cents: I can't believe there are people who still don't understand this. Adam was literally threatened boy of his &amp; his men's lives by Cinder into joining her forces to attack Beacon. He was a pawn just like Roman and Neo were, forced by Cinder into helping her plans. #RWBY https://t.co/DClUW1JLbE",15,2,,,"can't understand her"
"x1056070466","@Rogerwa80331466 @RepMTG I would like to feel sorry for her ignorance but I just can’t. She doesn’t understand the slightest thing about what she’s doing, I don’t think. One of those people who make America look stupid.",0,0,,,"can't understand her"
"x794546400147148800","I have a better relationship with my mother now cause I’m not picking at all her flaws, I understand that she’s just another human being like me, I can’t fault her for every wrong she makes &amp; that was never my call from the beginning.. She isn’t perfect but she was made for me ❤️",7,2,,,"can't understand her"
"x1274087682","My 5 year old granddaughter told me that her and another 5 year old were smelling each other's breath.😳

She doesn't understand that viruses can spread that way.",4,0,,,"can't understand her"
"x63162503","i started watching ted lasso to understand white people better and i can’t get over the shape of keeley’s head. i don’t even like the show that much and i can’t stop watching just cause i want to keep seeing her head",12,0,,,"can't understand her"
"x108136680","I can't understand why Casper asks Cat if he can keep her?",0,0,,,"can't understand her"
"x1171063507321856000","There is nothing I can do for her... 

I understand what they are trying to do, and I can't be a part of that.",0,0,,,"can't understand her"
"x1171063507321856000","So I understand it with her and I can't just keep lighting into somebody that I feel Love for even though I'm grieving and still fucking really pissed off at her and I don't think I'll ever get over it I don't know that I'll be able to establish trust with her which is a problem",0,0,,,"can't understand her"
"x1398053818668048386","The girls can’t enunciate and make sure we understand every word like HER. https://t.co/xNTwIh2Zr7",3,0,,,"can't understand her"
"x1360408462438637570","@TribeOG1 @YandR_CBS If Tessa can't even get Mariah to understand it's her own body, it's her choice -  I doubt she was in a position to tell Mariah what she can do with hers lol. It was Mariah's choice. It's honestly just the writing for Mariah &amp; Teriah that has been very poor the last 2 years.",3,0,,,"can't understand her"
"x22537607","The only way the crazy witch can try to say the baby is hers, it’s if she drugged Ferit and pretend sometimes happened. Her mom won’t say anything another waste of character. I understand this is drama series but it’s way too unrealistic #Ayfer #KalpYarasi",0,0,,,"can't understand her"
"x288918682","Had to say goodbye today to an amazing educator because her religious exemption was denied for vax mandate. I can’t even understand this blow to our tiny school but at the same time, get your effing vax. Sad and mad are really yo.",1,0,,,"can't understand her"
"x65511572","@lovemoni94 I'm team Robyn.  I don't blame her, she wasn't feeling well (I can completely understand her reason) and who wants to argue with these ladies all the time?",1,0,,,"can't understand her"
"x376206064","@SoMuchBloodJoe My kid can shell an avocado, but doesn't understand how to slice it.

The other one gets invited to the prestigious Math &amp; Science Academy, but insists it's not personal because they didn't print her name in the letter. 

God help me. https://t.co/W3XH9JSKBL",1,1,42.27377685,-88.1364617,"can't understand her"
"x59339721","@KatiePavlich Can’t Understand Normal Thinking, so off to Las Vegas….. is the second gentleman accompanying her or is she only packing knee pads?",0,0,,,"can't understand her"
"x61125450","I swear my dog only understand violence!  🤦🏽‍♂️ can’t be nice to her😤",1,0,,,"can't understand her"
"x68322987","Kelly on #iloveamamasboy can’t understand why Kim would accept this job when she’s building them a house and she has her son… ummm because she’s a grown ass woman and wants a career of her own. Why are these Moms expecting these women to put their careers on the back burner? 1/2",4,0,,,"can't understand her"
"x216639997","My mother still don’t understand what I do. She was confused at the comic book. I told her I’m a brand I can make whatever I want. Shit went in one ear and out the other.",3,1,41.83358445,-87.732013,"can't understand her"
"x1084305457970327554","@bouffantbecky Even though I know I can’t understand her, I get great enjoyment every time I hear her talk and thinking, “I can’t understand anything she says! Haha",1,0,,,"can't understand her"
"x978149923592941570","one thing about r*th is that she’ll criticize the way you take pics of her. she’ll say “you don’t understand the assignment, i take them good but u just can’t.” sometime it’s the models fault why the pic isn’t good… not the photographer",3,0,,,"can't understand her"
"x2620000759","And I tried to get out from behind the garbage can and he was growling and barking at me. I yelled at him again to go away! Suddenly this stupid ass woman comes around the corner with the leash in her hand. I said a few bad words and she looked at me like she didn’t understand",3,0,49.8538055,-97.1526765,"can't understand her"
"x24399438","@funder Good! I can’t understand why @MSNBC doesn’t show her press briefings or Pres. Biden when he is speaking. They always cut him off. They sure did show  Trump and  McEnany every single day for almost 4 years.",1,0,,,"can't understand her"
"x168982639","Oh yeah let’s leave our coworker who can barely move and recently was in the er for pain worse than her damn pain disease alone. I don’t understand the thought behind it but you know I have empathy and sympathy for other people.",0,0,,,"can't understand her"
"x4345738523","Mom, a WW2 Navy vet, walked up to Gen. Powell after her Honor Flight. “Sir, I have 3 things to say to you. I love you. I wish you ran for President. I understand why you didn’t.” He was clearly moved, a kind, humble man.
Today sir, she can greet you again adding, “Welcome home.” https://t.co/uB90moMRvA",31,1,,,"can't understand her"
"x764938987","I can understand if he took the condos off and she fought with him to leave her alone and he didn’t, THEN say what u want.

A man took it off AND I GUARANTEE U there was a moment where she told him to put it back in. Cut the fuckery",1,0,,,"can't understand her"
"x2780589753","@patramills I still can’t understand how it leaked. Not like it was a hidden cam or something.
Or did her f*ck buddy do it?",0,0,,,"can't understand her"
"x810331946987438082","@tchuu1312 @GamesWithToasty @Kotaku I can definitely understand the point you are coming from, But Samus is a well known bad bitch that has proven time and time again that she doesn't need to speak a single word to be known as one of the best female protagonists to ever exist from an era without leads like her.",6,0,,,"can't understand her"
"x1417601944982630400","@hopper_m I can understand that that's why I don't pressure her. Just do what I can for her",0,0,,,"can't understand her"
"x1154557820131561475","'Help, I can't understand subtle character acting and body language and I'm SCARED.' 

Almost all of her time is spent alone even when she's not on a mission, what is she going to do, monologue at herself? Samus speaks through actions, it's much more compelling, honestly. https://t.co/f2QMhgFtMl",1,0,,,"can't understand her"
